Molar ratio (Zn:Cu),Promoter 1,Promoter 1 ratio (Promoter 1:Cu),Promoter 2,Promoter 2 ratio (Promoter 2:Cu),Catalyst surface area (m2/g) (LN scale),Type of sysnthesis procedure,Calcination temperature (°C),Calcination time (h),Temperature (°C),Pressure (bar),H2/CO2 ratio (-),GHSV (mL/g.h) (LN scale),CO selectivity (%),Methanol selectivity (%),STY_CH3OH (g/kg·h) (LN scale),CO2 conversion efficiency (%),,,,DOI,Name,Year
1.02,Null,,Null,,4.119245006,Co-precipitation,400,4,200,30,3,7.783224016,39.05028,60.94972,3.602299137,6.82162,,,,10.1016/j.apsusc.2015.02.122,"Effect of TiO2, ZrO2, and TiO2–ZrO2 on the performance of CuO–ZnO catalyst for CO2 hydrogenation to methanol",2015
1.02,Null,,Null,,4.437934267,Co-precipitation,400,4,220,30,3,7.783224016,53.96648,46.03352,3.840987573,11.53514,,,,10.1016/j.apsusc.2015.02.122,,2015
1.02,Null,,Null,,3.974058396,Co-precipitation,400,4,240,30,3,7.783224016,63.35195,36.64805,3.945400407,16.11892,,,,10.1016/j.apsusc.2015.02.122,,2015
1.02,Null,,Null,,4.020837365,Co-precipitation,400,4,260,30,3,7.783224016,72.23463,27.76537,3.801480557,18.36757,,,,10.1016/j.apsusc.2015.02.122,,2015
1.02,Null,,Null,,4.387014176,Co-precipitation,400,4,280,30,3,7.783224016,84.13408,15.86592,3.347236769,20.14054,,,,10.1016/j.apsusc.2015.02.122,,2015
1.099,TiO2/S,20,Null,,4.387014176,Co-precipitation,400,4,200,30,3,7.783224016,38.54749,61.45251,3.774843126,8.07568,,,,10.1016/j.apsusc.2015.02.122,,2015
1.099,TiO2/S,20,Null,,4.387014176,Co-precipitation,400,4,220,30,3,7.783224016,53.29609,46.70391,3.932772297,12.48649,,,,10.1016/j.apsusc.2015.02.122,,2015
1.099,TiO2/S,20,Null,,4.387014176,Co-precipitation,400,4,240,30,3,7.783224016,61.17318,38.82682,4.022916548,16.46487,,,,10.1016/j.apsusc.2015.02.122,,2015
1.099,TiO2/S,20,Null,,4.387014176,Co-precipitation,400,4,260,30,3,7.783224016,70.72626,29.27374,3.853230222,18.36757,,,,10.1016/j.apsusc.2015.02.122,,2015
1.099,TiO2/S,20,Null,,4.49535532,Co-precipitation,400,4,280,30,3,7.783224016,83.79888,16.20112,3.369486311,20.18378,,,,10.1016/j.apsusc.2015.02.122,,2015
0.9174,ZrO2/S,20,Null,,4.49535532,Co-precipitation,400,4,200,30,3,7.783224016,34.52514,65.47486,3.877893411,8.42162,,,,10.1016/j.apsusc.2015.02.122,,2015
0.9174,ZrO2/S,20,Null,,4.49535532,Co-precipitation,400,4,220,30,3,7.783224016,49.27374,50.72626,4.085981254,13.43784,,,,10.1016/j.apsusc.2015.02.122,,2015
0.9174,ZrO2/S,20,Null,,4.49535532,Co-precipitation,400,4,240,30,3,7.783224016,58.65922,41.34078,4.115080973,16.98378,,,,10.1016/j.apsusc.2015.02.122,,2015
0.9174,ZrO2/S,20,Null,,4.49535532,Co-precipitation,400,4,260,30,3,7.783224016,69.88827,30.11173,3.887757131,18.4973,,,,10.1016/j.apsusc.2015.02.122,,2015
0.9174,ZrO2/S,20,Null,,4.770684624,Co-precipitation,400,4,280,30,3,7.783224016,84.13408,15.86592,3.357541362,20.35676,,,,10.1016/j.apsusc.2015.02.122,,2015
1.01,TiO2/S,20,Zr,0.1742,4.770684624,Co-precipitation,400,4,200,30,3,7.783224016,36.36872,63.63128,3.963807232,9.45946,,,,10.1016/j.apsusc.2015.02.122,,2015
1.01,TiO2/S,20,Zr,0.1742,4.770684624,Co-precipitation,400,4,220,30,3,7.783224016,48.43575,51.56425,4.175301951,14.47568,,,,10.1016/j.apsusc.2015.02.122,,2015
1.01,Ti,3.6388,Zr,0.1742,4.770684624,Co-precipitation,400,4,240,30,3,7.783224016,56.14525,43.85475,4.197938996,17.41622,,,,10.1016/j.apsusc.2015.02.122,,2015
1.01,Ti,3.6388,Zr,0.1742,4.770684624,Co-precipitation,400,4,260,30,3,7.783224016,69.72067,30.27933,3.911349435,18.84324,,,,10.1016/j.apsusc.2015.02.122,,2015
1.01,Ti,3.6388,Zr,0.1742,4.876722877,Co-precipitation,400,4,280,30,3,7.783224016,83.63128,16.36872,3.397879867,20.57297,,,,10.1016/j.apsusc.2015.02.122,,2015
1.2042,Al,7.2776,Au,0.0079467,4.876722877,Co-precipitation,500,5,180,25,2.8,8.881836305,72.4762,27.5238,3.938367753,6.74786,,,,10.1166/jnn.2017.13359,Effect of Gold Nanoparticles Addition to CuO–ZnO/Al2O3 Catalyst in Conversion of Carbon Dioxide to Methanol,2017
1.2042,Al,7.2776,Au,0.0079467,4.876722877,Co-precipitation,500,5,220,25,2.8,8.881836305,43.9731,56.0269,4.759467756,7.61873,,,,10.1166/jnn.2017.13359,,2017
1.2042,Al,7.2776,Au,0.0079467,4.876722877,Co-precipitation,500,5,250,25,2.8,8.881836305,65.6057,34.3943,4.863470424,13.7826,,,,10.1166/jnn.2017.13359,,2017
1.2042,Al2O3/S,20,Au,0.0079467,4.876722877,Co-precipitation,500,5,280,25,2.8,8.881836305,82.9122,17.0878,4.623718677,21.7817,,,,10.1166/jnn.2017.13359,,2017
0.3281,Zr,10.2316,Null,,4.549657476,Reverse co-precipitation,300,1,180,1,3,9.169518377,66,34,2.215959096,0.7,,,,10.1016/j.jcat.2012.12.019,Effects of oxide carriers on surface functionality and process performance of the Cu–ZnO system in the synthesis of methanol via CO2 hydrogenation,2013
0.3281,Zr,10.2316,Null,,4.549657476,Reverse co-precipitation,300,1,200,1,3,9.169518377,74,26,2.837074787,1.8,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,10.2316,Null,,4.549657476,Reverse co-precipitation,300,1,220,1,3,9.169518377,90,10,2.954605173,5.3,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,10.2316,Null,,4.549657476,Reverse co-precipitation,300,1,240,1,3,9.169518377,97,3,2.378030436,9.5,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,10.2316,Null,,4.549657476,Reverse co-precipitation,300,1,180,30,3,9.169518377,13,87,4.885901443,4.4,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.2442,Null,,4.621043535,Reverse co-precipitation,300,1,200,30,3,9.169518377,26,74,5.367779994,8.4,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.2442,Null,,4.621043535,Reverse co-precipitation,300,1,220,30,3,9.169518377,43,57,5.609417843,13.9,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.2442,Null,,4.621043535,Reverse co-precipitation,300,1,240,30,3,9.169518377,50,50,5.805950041,19.3,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.2442,Null,,4.621043535,Reverse co-precipitation,300,1,180,50,3,9.169518377,10,90,5.176746004,5.7,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.2442,Null,,4.621043535,Reverse co-precipitation,300,1,200,50,3,9.169518377,22,78,5.593829419,10,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.2442,Null,,4.957937505,Reverse co-precipitation,300,1,220,50,3,9.169518377,35,65,5.964237592,17.4,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,4.1358,Null,,4.957937505,Reverse co-precipitation,300,1,240,50,3,9.169518377,36,64,6.200781754,22.4,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,4.1358,Null,,4.957937505,Reverse co-precipitation,300,1,200,1,3,9.862665558,56,44,3.2255461,0.8,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,4.1358,Null,,4.957937505,Reverse co-precipitation,300,1,220,1,3,9.862665558,84,16,3.422955146,2.7,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,4.1358,Null,,4.957937505,Reverse co-precipitation,300,1,180,30,3,9.862665558,6,94,5.452478495,3.6,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,4.1358,Null,,4.957937505,Reverse co-precipitation,300,1,200,30,3,9.862665558,16,84,5.667671588,5,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,4.1358,Null,,4.866764924,Reverse co-precipitation,300,1,220,30,3,9.862665558,36,64,5.852577451,7.9,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.9666,Null,,4.866764924,Reverse co-precipitation,300,1,240,30,3,9.862665558,52,48,6.085198941,13.3,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.9666,Null,,4.866764924,Reverse co-precipitation,300,1,180,50,3,9.862665558,6,94,5.629461762,4.3,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.9666,Null,,4.866764924,Reverse co-precipitation,300,1,200,50,3,9.862665558,16,84,5.882113859,6.2,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.9666,Null,,4.866764924,Reverse co-precipitation,300,1,220,50,3,9.862665558,29,71,6.286393334,11,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.9666,Null,,4.866764924,Reverse co-precipitation,300,1,240,50,3,9.862665558,40,60,6.547048545,16.9,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.9666,Null,,4.826712456,Reverse co-precipitation,300,1,200,1,3,10.5865844,45,55,3.470511313,0.4,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.4834,Null,,4.826712456,Reverse co-precipitation,300,1,220,1,3,10.5865844,72,28,3.961657575,1.3,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.4834,Null,,4.826712456,Reverse co-precipitation,300,1,180,30,3,10.5865844,5,95,5.821010462,2.5,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.4834,Null,,4.826712456,Reverse co-precipitation,300,1,200,30,3,10.5865844,12,88,6.021561935,3.3,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.4834,Null,,4.826712456,Reverse co-precipitation,300,1,220,30,3,10.5865844,30,70,6.207822629,5,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.4834,Null,,4.826712456,Reverse co-precipitation,300,1,240,30,3,10.5865844,49,51,6.532447758,9.5,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,3.4834,Null,,4.826712456,Reverse co-precipitation,300,1,180,50,3,10.5865844,4,96,6.045994263,3.1,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,0.3334,Null,,4.700480366,Reverse co-precipitation,300,1,200,50,3,10.5865844,10,90,6.39691409,4.7,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,0.4,Null,,4.700480366,Reverse co-precipitation,300,1,220,50,3,10.5865844,26,74,6.599211439,7,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,0.388,Null,,4.700480366,Reverse co-precipitation,300,1,240,30,3,10.5865844,40,60,6.841183072,11,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,0.4,Null,,4.700480366,Reverse co-precipitation,300,1,220,1,3,11.00209984,62,38,4.309151076,0.9,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,0.3334,Null,,4.700480366,Reverse co-precipitation,300,1,180,30,3,11.00209984,3,97,6.033647044,2,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,0.3334,Null,,4.866764924,Reverse co-precipitation,300,1,200,30,3,11.00209984,10,90,6.098357147,2.3,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,0.3334,Null,,4.866764924,Reverse co-precipitation,300,1,220,30,3,11.00209984,23,77,6.56721641,4.3,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,0.3334,Null,,4.866764924,Reverse co-precipitation,300,1,240,30,3,11.00209984,45,55,6.78675474,7.5,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,0.3334,Null,,4.866764924,Reverse co-precipitation,300,1,180,50,3,11.00209984,3,97,6.333130067,2.7,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,0.3334,Null,,4.866764924,Reverse co-precipitation,300,1,200,50,3,11.00209984,9,91,6.528474049,3.5,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,0.3334,Null,,4.866764924,Reverse co-precipitation,300,1,220,50,3,11.00209984,22,78,6.843931169,5.6,,,,10.1016/j.jcat.2012.12.019,,2013
0.3281,Zr,0.3334,Null,,4.866764924,Reverse co-precipitation,300,1,240,30,3,11.00209984,38,62,7.16342424,9.7,,,,10.1016/j.jcat.2012.12.019,,2013
0.75,C,0.3334,Null,,4.866764924,Plasma,,,230,40,3,8.699514748,19.99,80.01,3.937885665,2.87,,,,10.1021/acs.iecr.9b06996,Enhanced Activity of Cu/ZnO/C Catalysts Prepared by Cold Plasma for CO2 Hydrogenation to Methanol,2020
0.75,C,0.3334,Null,,4.866764924,Plasma,,,240,40,3,8.699514748,21.05,78.95,4.019800598,3.12,,,,10.1021/acs.iecr.9b06996,,2020
0.75,C,0.3334,Null,,4.866764924,Plasma,,,250,40,3,8.699514748,27.07,72.93,4.527857083,6.41,,,,10.1021/acs.iecr.9b06996,,2020
0.75,C,0.3334,Null,,4.866764924,Plasma,,,260,40,3,8.699514748,33.63,66.37,4.544676806,6.59,,,,10.1021/acs.iecr.9b06996,,2020
0.75,C,0.3334,Null,,4.866764924,Plasma,,,270,40,3,8.699514748,37.59,62.41,4.490095978,6.64,,,,10.1021/acs.iecr.9b06996,,2020
0.75,C,0.3334,Null,,4.866764924,Plasma,,,280,40,3,8.699514748,45.55,54.45,4.382776354,6.7,,,,10.1021/acs.iecr.9b06996,,2020
0.75,C,0.3334,Null,,4.866764924,Plasma,,,290,40,3,8.699514748,52.14,47.86,4.370965687,7.49,,,,10.1021/acs.iecr.9b06996,,2020
0.75,C,0.3334,Null,,4.866764924,Impregnation,400,3,230,40,3,8.699514748,20,80,4.052827882,2.99,,,,10.1021/acs.iecr.9b06996,,2020
0.75,C,0.2448,Null,,4.866764924,Impregnation,400,3,240,40,3,8.699514748,22.84,77.16,4.07973841,3.08,,,,10.1021/acs.iecr.9b06996,,2020
0.75,C,0.2448,Null,,4.866764924,Impregnation,400,3,250,40,3,8.699514748,29.53,70.47,4.095344063,3.2,,,,10.1021/acs.iecr.9b06996,,2020
0.75,C,0.2448,Null,,4.866764924,Impregnation,400,3,260,40,3,8.699514748,35.41,64.59,4.146146061,4.39,,,,10.1021/acs.iecr.9b06996,,2020
0.75,C,0.2448,Null,,4.866764924,Impregnation,400,3,270,40,3,8.699514748,39.71,60.29,4.189654742,5.05,,,,10.1021/acs.iecr.9b06996,,2020
0.75,C,0.2448,Null,,4.866764924,Impregnation,400,3,280,40,3,8.699514748,49.89,50.11,4.180216401,5.73,,,,10.1021/acs.iecr.9b06996,,2020
0.75,C,0.3334,Null,,4.866764924,Impregnation,400,3,290,40,3,8.699514748,55.5,44.5,4.047427642,5.8,,,,10.1021/acs.iecr.9b06996,,2020
1.3256,Null,,Null,,4.866764924,Co-precipitation,330,3,240,45,2.8,9.798127037,55.68,44.32,6.399541779,20,,,,10.1016/j.jcat.2016.03.020,Enhanced CO2 hydrogenation to methanol over CuZn nanoalloy in Ga modified Cu/ZnO catalysts,2016
1.314,Ga,0.33332,Null,,4.866764924,Co-precipitation,330,3,240,45,2.8,9.798127037,54.11,45.89,6.491060167,21.17,,,,10.1016/j.jcat.2016.03.020,,2016
1.2093,Ga,0.5716,Null,,4.866764924,Co-precipitation,330,3,240,45,2.8,9.798127037,51.47,48.53,6.763996293,26.31,,,,10.1016/j.jcat.2016.03.020,,2016
0.8605,Ga,0.5716,Null,,4.826712456,Co-precipitation,330,3,240,45,2.8,9.798127037,53.85,46.15,6.374972119,18.74,,,,10.1016/j.jcat.2016.03.020,,2016
